Author,Description,Gener,title
,,,
Chandrakant Kamala,,Juvenile Fiction  ,"Shiva Parvati,  (English, Paperback, Chandrakant Kamala)"
,,,
Oda Eiichiro,"Join Monkey D. Luffy and his swashbuckling crew in their search for the ultimate treasure, the One Piece! As a child, Monkey D. Luffy dreamed of becoming King of the Pirates. But his life changed when he accidentally gained the power to stretch like rubber...at the cost of never being able to swim again! Years, later, Luffy sets off in search of the ""One Piece,"" said to be the greatest treasure in the world... Thanks to some dirty tricks, the Vinsmokes have Sanji trapped. Will he really be doomed to his fate as a pawn in a political marriage?! Meanwhile, what will happen to Luffy and the gang as they fight against some of Big Mom's strongest officers? * The latest volume of the world's best-selling manga! * Releases 4 times a year for 84+ volumes. Series is ongoing. * The best-selling manga in the world with over 400 million copies in print. * Weekly simultaneous serialization in VIZ Media's Weekly Shonen Jump digital magazine. * Anime broadcast on Cartoon Network; streaming available on Viz.com, FUNimation.com, Hulu.com, Onepieceofficial.com.",Comics & Graphic Novels  ,"One Piece, Vol. 84,  (English, Paperback, Oda Eiichiro)"
,,,
SAWAN GUPTA,,Comics & Graphic Novels  ,"151 EPISODES OF THE RAMAYANA,  (ENGLISH, Paperback, SAWAN GUPTA)"
,,,
Herge,But with the help of a talking parrot Tintin is soon on the hunt for the famous artefact which can be distinguished by its broken ear. He must solve a murder and discover the true value of the fetish and quick - because he is not the only one on the trail.,"9781405208055, 1405208058  ","Tintin : The Broken Ear,  (English, Hardcover, Herge)"
,,,
Keene Carolyn,"Nancy Drew and the Clue Crew are off to the beach and sleuthing for ghosts!Nancy and her friends are headed for the shores of Cape Mermaid, New Jersey, where they are hoping to spend a fun-filled week. But as soon as they arrive at an old inn on the beach, strange things start to happen spooky noises, a message for help, and a possible ghost sighting. Could the rumored ghost of Cape Mermaid actually exist? Or is there more to the story than meets the eye? It’s up to the Clue Crew to solve the mystery!",Juvenile Fiction  ,"Cape Mermaid Mystery,  (English, Paperback, Keene Carolyn)"
,,,
Rajani Thandiath,,"9788184826937, 8184826931  ","Tinkle Double Digest No. 104,  (English, Paperback, Rajani Thandiath)"
,,,
Kelly Narindar Uberoi,,Juvenile Fiction  ,"The Panchatantra,  (English, Paperback, Kelly Narindar Uberoi)"
,,,
Ishida Sui,"Ken Kaneki is an ordinary college student until a violent encounter turns him into the first half-human half-Ghoul hybrid. Trapped between two worlds, he must survive Ghoul turf wars, learn more about Ghoul society and master his new powers. Amid clashes between Ghouls and the Commission of Counter Ghoul investigators at Doctor Kano's underground facility, Kaneki finds himself locked in battle with Special Class Ghoul investigator Yukinori Shinohara. When the battle subsides, the CCG discovers shocking evidence that leads them closer to discovering the truth behind Kano's sinister plans.",Comics & Graphic Novels  ,"Tokyo Ghoul, Vol. 11,  (English, Paperback, Ishida Sui)"
,,,
Ugra Meera,,Juvenile Nonfiction  ,"The Hidden Treasure,  (English, Paperback, Ugra Meera)"
,,,
unknown,,Comics & Graphic Novels  ,"Nante Fante Hurrah,  (English, Paperback, unknown)"
,,,
Bhagwat B. R.,,Juvenile Fiction  ,"The Pandava Princes,  (English, Paperback, Bhagwat B. R.)"
,,,
Raj Rajinder Singh,,Juvenile Fiction  ,"Bidhi Chand,  (English, Paperback, Raj Rajinder Singh)"
,,,
Uppal Jagjit,,Juvenile Nonfiction  ,"Rana Kumbha,  (English, Paperback, Uppal Jagjit)"
,,,
Scholastic,"Featuring a ""Meet the Shoppies"" bio section, personality quizzes, story starters, writing prompts, and art throughout, this journal is a must-have for every Shoppies fan!",Non-Fiction  ,"Fun - Tastic Fill - In Journal,  (English, Hardcover, Scholastic)"
,,,
Dickens Charles,,"9789380028323, 9380028326  ","A Christmas Carol,  (English, Paperback, Dickens Charles)"
,,,
Varsha Gajendragadkar,This book is related to Experience of Indian Fighters,Self Help  ,"Death Was Not Painful ( Marathi ),  (Marathi, Paperback, Varsha Gajendragadkar)"
,,,
Gayatri Madan Dutt,"Bhagwan Sri Ramana Maharshi was born to Sundaram Iyer in 1879 in the South Indian village of Tiruchuzhi. When he was young, he was sent to Madurai to study. He became spiritually awakened at the age of 16, after which he came to Tiruvannamalai where the sacred Arunachala Hill is located. Ramana Maharshi was a saint, mystic and gyani. At Tiruvannamalai, thousands came to him from across the world, seeking spiritual guidance and solace. Even today, seekers of truth find a haven at Sri Ramanasramam, the ashram where he had lived for nearly three decades.This Amar Chitra Katha follows the journey of young Venkataraman who learned to look deep within himself for all the answers and went on to become the renowned Bhagwan Sri Ramana Maharshi.","9788184821680, 8184821689  ","Ramana Maharshi,  (English, Paperback, Gayatri Madan Dutt)"
,,,
"Subimal Misra,V. Ramaswamy","Subimal Misra - anarchist, activist, anti-establishment, experimental 'anti-writer' - is a contemporary master, and among India's greatest living authors. This Could Have Become Ramayan Chamar's Tale is a novella about a tea-estate worked turned Naxalite named Ramayan Chamar, who gets arrested during a worker's strike and is beaten up and killed in custody. But every time the author attempts to write that story, reality intrudes in various forms to create a picture of a nation and society that is broken down, and where systemic inequalities are perpetuated by the middle- and upper-classes who are either indifferent or actively malignant. When Colour Is A Warning Sign goes even further in its experimentation, abandoning the barest pretence of narrative and composed entirely as a collage of vignettes, dialogue, reportage, autobiography, etc. Together these two anti-novels are a direct assault on the 'vast conspiracy of not seeing' that makes us look away from the realities of our sociopolitical order. In V. Ramaswamy's translation, they make for difficult, challenging but ultimately immensely powerful reading.",Indian Writing  ,"This Could Have Become Ramayan Chamar's Tale: Two Anti-Novels,  (English, Paperback, Subimal Misra,V. Ramaswamy)"
,,,
Jim Corbett,"Just Tigers brings together all Jim Corbett’s stories about shooting tigers, many of whom were man-eaters. Taken from Man-eaters of Kumaon, The Temple Tiger and More Man-eaters of Kumaon and Jungle Lore, these fourteen stories are as fresh and thrilling as the day on which they were first published. They show, too, why, besides his legendary exploits as a hunter of man-eaters, Corbett was one of India’s most important conservationists. As Valmik Thapar writes in his introduction: ‘As you thrill to his exploits in the jungles of Kumaon, spare a thought for his legacy. In part due to his efforts and the people he inspired to carry on his work after him...we still have over 2,000 tigers left in India, the largest population of wild tigers in the world.’",Action & Adventure  ,"JUST TIGERS,  (English, Paperback, Jim Corbett)"
,,,
Anant Pai,A Tinkle Double Digest is two Tinkle Digests in one volume. These include the best stories of Tinkleover the years.,"9788184827668, 8184827660  ","Tinkle Double Digest No. 15,  (English, Paperback, Anant Pai)"
,,,
Bone Emily,"What is the surface of Mars like? Why does Venus glow in the dark? How do scientists explore faraway planets? Beginner readers can find answers to these questions and more in this colourful information book. Illustrated with stunning photographs and illustrations accompanied by short, informative text developed with reading experts. Includes carefully selected internet-links to exciting websites about the Solar System.",Juvenile Fiction  ,"The Solar System,  (English, Hardcover, Bone Emily)"
,,,
Goldratt Eliyahu M.,"Alex Rogo is a harried plant manager who has been given 90 days to save his failing factory. If he doesn't improve the plant's performance, corporate headquarters will close it down and hundreds of workers will lose their jobs. It takes a chance meeting with Jonah, a former professor, to help him break out of his conventional thinking and figure out what needs to be done. As Alex identifies the plant's problems and works with his team to find solutions, the reader gains an understanding of the fundamental concepts behind the Theory of Constraints. Visual and fun to read, The Goal: A Business Graphic Novel offers an accessible introduction to the Theory of Constraints concepts presented in The Goal, the business novel on which it was based. The Goal is widely considered to be one of the most influential business books of all time. A bestseller since it was first published in 1984, the business novel has sold over 7 million copies, been translated into 32 languages and is taught in colleges, universities, and business schools around the world. Named to Time magazine's list of the 25 Most Influential Business Management Books, it is frequently cited by executives as a favorite or must-read title.",Comics & Graphic Novels  ,"The Goal,  (English, Hardcover, Goldratt Eliyahu M.)"
,,,
Swati Kaushal,"A luxurious hilltop resort.A high-stakes corporate retreat for a team of cutthroat professionals.An unexpected death, a roomful of suspects, a handsome Army officer with a secret past.It is peak tourist season in Shimla, and the last thing anyone needs is a dead body appearing mysteriously at the bottom of a hill. Enter Shimla's ace cop, the hot and happening Superintendent of Police Niki Marwah, determined to leave no stone unturned in her quest to nail the culprit.As Niki and her team race against time to solve the mystery, they uncover a web of bitter rivalries, secret grudges and vicious lies. Everything points to murder and, with the list of suspects growing, Niki realizes it will take all of her ingenuity to stop a ruthless killer.About the AuthorSwati Kaushal is the bestselling author of four highly acclaimed novels, Piece of Cake, A Girl Like Me, Drop Dead and Lethal Spice. An alumna of Lady Shri Ram College, New Delhi, and an MBA from IIM Calcutta, Swati has worked with Nestlé India Ltd and Nokia Mobile Phones, India. She lives in Connecticut with her husband, kids and a few good friends. To connect with Swati visit her Facebook page Author Swati Kaushal, follow her on Twitter at @swatikaushal, or leave a review or comment on her Amazon and Goodreads author pages.",Fiction  ,"Drop Dead,  (English, Paperback, Swati Kaushal)"
,,,
Peirce Lincoln,"Big Nate's Greatest Hitscollects three bestselling e-book only collections--Big Nate Makes a Splash, Big Nate Dibs on This Chair, and Big Nate Pray for a Fire Drill--in this super-sized, paperback edition. Nate Wright is a wisecracking 11-year-old who knows he's destined for greatness. The star of Big Nate, the daily and Sunday comic strip that made its debut in 1991, Nate's a sixth-grade chess prodigy, a self-described genius, and the all-time record holder for detentions in school history. He's often in hot water with his teachers and classmates, but Nate's winning personality and can-do attitude always make him a big hit with readers.",Juvenile Fiction  ,"Big Nate's Greatest Hits,  (English, Paperback, Peirce Lincoln)"
,,,
unknown,,Comics & Graphic Novels  ,"Tales from the Puranas,  (English, Paperback, unknown)"
,,,
CASSANDRA CLARE,"City of Bones Sixteen-year-old Clary Fray is an ordinary teenager, who likes hanging out in Brooklyn with her friends. But everything changes the night she witnesses a murder, committed by a group of teens armed with medieval weaponry. The murderous group are Shadowhunters, secret warriors dedicated to driving demons out of this dimension and back into their own. Drawn inexorably into a terrifying world, Clary slowly begins to learn the truth about her family - and the battle for the fate of the world. City of Ashes With her mother in a coma and her father hell-bent on destroying the world, Clary is dragged deeper into New Yorks terrifying underworld of werewolves, demons and the mysterious Shadowhunters. Discovering the truth about her past was only the beginning, now Clary must save the world from her own father "" the rogue Shadowhunter Valentine. With two of the Mortal Instruments at his command, Valentine is assembling an army of demons to wage war on the council of Shadowhunters and destroy them once and for all. As the battle begins, Clary must face her darkest fears "" and come to terms with her feelings for a boy she wishes wasnt her brother. City Glass This title is the third and final instalment in the bestselling urban gothic fantasy sequence, ""The Mortal Instruments"". With two of the Mortal Instruments now in Valentine's hands, the world of the Shadowhunters teeters on the brink of civil war. Jace and the Lightwoods are recalled to Idris, the Shadowhunters' remote and hidden home country, where a search has begun for the last of the Instruments, the Mortal Glass. Clary finds herself caught up in the chaos as the delicate social order of the Nephilim begins to shatter, pitting Downworlder against Downworlder and Shadowhunters against each other. When the City of Glass falls under attack, can Downworlders and Nephilim fight together to defeat Valentine, or will their longstanding hatred destroy them all? And when Clary discovers the unbelievable truth about her own past, can she find Jace before it's too late? City of Lost Soul Clary and the Shadowhunters struggle to piece together their shattered world after a betrayal by one of their own leaves them reeling. City of Fallen Angels The Mortal War is over, and sixteen-year-old Clary Fray is back home in New York, excited about all the possibilities before her. She's training to become a Shadowhunter and most importantly of all she can finally call Jace her boyfriend. But nothing comes without a price. Someone is murdering the Shadowhunters who used to be in Valentine's Circle, provoking tensions between Downworlders and Shadowhunters that could lead to a second, bloody war. And when Jace begins to pull away from her without explaining why, Clary is forced to delve into the heart of a mystery whose solution reveals her worst nightmare: she herself has set in motion a terrible chain of events that could lead to her losing everything she loves. Even Jace. City of Heavenly Fire Darkness has descended on the Shadowhunter world. Chaos and destruction overwhelm the Nephilim as Clary, Jace, Simon, and their friends band together to fight the greatest evil they have ever faced: Clary's own brother. Nothing in this world can defeat Sebastian - but if they journey to the realm of demons, they just might have a chance. Lives will be lost, love sacrificed, and the whole world will change. Who will survive the explosive sixth and final instalment of the Mortal Instruments series? Love the series? Don't miss The Mortal Instruments: City of Bones movie.","9781406376296, 1406376299  ","Cassandra Clare Mortal Instruments 6 Books Collection Pack Set-New,  (English, Paperback, CASSANDRA CLARE)"
,,,
Pai Anant,,Juvenile Fiction  ,"The Sons of Rama,  (English, Paperback, Pai Anant)"
,,,
Gayatri Madan Dutt,"Princess Maru of Pugal, in Rajasthan is married to Prince Dhola when they are both infants. They continued to live with their parents, until they are much older. Maru grows up dreaming of Dhola. She gets a rude shock when she hears that Dhola has married another girl and does not even remember her. When she tries to send messages to Dhola, his new wife intercepts them and does not let Dhola know. Heartbroken, Maru decides to throw herself into the Holi fire, if she does not hear from Dhola by then. The romance of Dhola and Maru is hugely popular in Rajasthan. This, Amar Chitra Katha version, has been taken from a popular ballad","9788184824070, 8184824076  ","Dhola and Maru,  (English, Paperback, Gayatri Madan Dutt)"
,,,
SAWAN GUPTA,,Comics & Graphic Novels  ,"151 STORIES WITH MORAL VALUES,  (ENGLISH, Paperback, SAWAN GUPTA)"
,,,
Anant Pai,,Juvenile Fiction  ,"Tinkle Double Digest No. 30,  (English, Paperback, Anant Pai)"
,,,
unknown,,"9789380925080, 9380925085  ","Nante Fante Big Bang,  (English, Undefined, unknown)"
,,,
SAWAN GUPTA,,Comics & Graphic Novels  ,"151 HITOPADESHA TALES,  (ENGLISH, Paperback, SAWAN GUPTA)"
,,,
"Peirce, Lincoln","This companion activity book to the bestselling Big Nate series is packed with laughs, activities and fun. Big Nate is ready to rock, and with this fourth activity book in the series you can join the comic craziness and laugh along too! With 224 pages of Big Nate fun, including word puzzles, drawing games, brain-bending quizzes and lots and lots of hilarity, youll never run out of Big Nate to enjoy.About the AuthorLincoln Peirce began creating comics in the 6th grade ( just like Big Nate!). He went on to teach art at a New York City High School.Lincoln created the cartoon-strip character Big Nate in 1991, naming the character after a nickname he gave his older brother as a kid. He lives in Portland, Maine in the US and as well as creating Big Nate comic strips and books, he hosts a local radio show.","9780008157838, 0008157839  ","BIG NATE SUPER SCRIBBLER,  (English, Paperback, Peirce, Lincoln)"
,,,
Bond Ruskin,,Fiction  ,"The Eyes Of The Eagle,  (English, Paperback, Bond Ruskin)"
,,,
Lal Lakshmi,"Elephant Stories is a collection of tales from the Jataka tales series that chronicles the life of Buddha, where he makes an appearance as an elephant embodying the virtues of kindness and compassion.Summary Of The BookJataka Tales are a collection of stories that talk about the previous births of Buddha. Buddha appears either in human or animal form, but still demonstrates his benevolent nature. This body of work forms an important part of Buddhist literature.This first tale in Elephant Stories talks about a helpful elephant that comes to the aid of a traveller. This man is lost in the jungle and the elephant helps him as he tries to get back to the city. The elephant willingly provides the man his tusks so he can sell them and earn some money.The second tale narrates an incident where an elephant keeps a young quail safe and out of harm’s way. The third story features a kind-hearted elephant that assists weary wood-workers to lift and move heavy logs of wood.This book, Elephant Stories, teaches children about good morals and values as the tale progresses. It encourages children to be prepared to lend a helping hand to those in need. This book contains three stories written in simple language for children to understand. The book is ideal for children between the ages of 9 and 14.About Lakshmi LalLakshmi Lal is a noted author for children.He has also penned Shiva: Eye of the Storm, Myth and Me: The Indian Story, Ganesha: Beyond the Form, and The Ramayana.",Juvenile Fiction  ,"Elephant Stories,  (English, Paperback, Lal Lakshmi)"
,,,
Goscinny Rene,"Asterix and Obelix take readers back to the beginning, when they were kids, born right in the middle of a fish-fight. Albert Uderzo and Rene Goscinny present a collection of 14 stories for fans of their classic comic book series for all ages.Summary of the BookAsterix and Obelix are the best of friends. They’re the mightiest warriors in their village and they’ve had many, many adventures. However, it wasn’t always like this. Back when they were young, they had to attend school, just like the other kids. Discover what your favourite Gauls were like as kids, and how Dogmatix becomes a Roman mascot! Journey back in time and relive the best days of Asterix and Obelix’s youth, and understand what it’s like to be a young kid in a rowdy village.About the AuthorsThe names of Albert Uderzo and René Goscinny are nearly inseparable from the bestselling series they created early in their career. They have received many accolades for their work, and the Asterix series has been translated into many languages around the world.",Comics & Graphic Novels  ,"Asterix: Asterix and the Class Act,  (English, Paperback, Goscinny Rene)"
,,,
Dixon Franklin W.,"MISSION: To find out who is responsible for Bret Johnston's death, and save Galaxy X from another tragedy! LOCATION: Galaxy X, a new theme park in California. POTENTIAL VICTIMS: Any number of A-list celebs invited to the grand opening of the park. SUSPECTS: Tyrone McKenzie and his family seem to make enemies by the second. But is it a new enemy that wants to keep the park shut down? Or someone from the McKenzie family's past who has suddenly resurfaced...?",Juvenile Fiction  ,"The X-Factor,  (English, Paperback, Dixon Franklin W.)"
,,,
unknown,,Fiction  ,"Terror on the Titanic A Morningstar Agency Adventure,  (English, Paperback, unknown)"
,,,
Luis Fernandes,The Adventures of Baddu and Chhotu retells one of the most popular folktales of Bengal.,"9788189999148, 8189999141  ","Adventures Of Baddu And Chhotu,  (English, Paperback, Luis Fernandes)"
,,,
Herge,"Tintin Explorers On The Moon by Herge regales the adventures of Tintin and his friends as they complete their mission on the moon. Fraught with difficulties and a surprising villain, the story is packed with action.Summary Of The BookTintin Explorers On The Moon, as the name suggests, sees Tintin have an adventure on the moon itself. A continuation of Destination Moon, Tintin, Snowy, Professor Calculus and his assistant Frank Wolff, along with Captain Haddock and Thomson and Thompson, head to the moon on an expedition.The mission is jinxed right from the start with many accidents and obstacles to overcome, the primary one being the presence of two additional members when the rocket has only enough oxygen for four instead of six. Unexpected disasters like Haddock unintentionally engaging in a spacewalk, landing difficulties and Thomson and Thompson sprouting hair that changes color are seen at the beginning of the mission. After the crew lands on the moon, they explore the area in detail. A sudden discovery of an unexpected spy among the gang turns up the tension. A dastardly villain appears and chaos soon ensues. The climax sees Tintin and the villain in a fight to the death. An unexpected casualty and a brave act of remorse is shown as the crew returns to earth.Tintin Explorers On The Moon was written and released a decade before the historic flight of Apollo 11 landing on the moon in 1969. However, Herge was keen on ensuring scientific accuracy with the knowledge available at the time. The rocket bears a resemblance to the V-2 rockets which caught the imagination of the public. Even the checkered design bears a resemblance. Many other such scientific accuracies like water on the moon and inaccuracies like the crew being upside down can be inferred on further analysis. Nevertheless, Tintin Explorers On The Moon features innovative ideas and art in depicting a storyline far from its present realities.About HergeHergé was the pen name of Georges Prosper Remi, a Belgian artist widely known for his work on The Adventures of Tintin. His other works include Quick &amp; Flupke, The Adventures of Tom and Millie, Flup, Nénesse, Poussette and Piglet and Jo, Zette and Jocko. He popularised the ligne claire style of art which portrays lines in a uniform fashion contrasted by use of bold colors and realistic backgrounds. He was born on 22nd May, 1907, in Belgium. He worked for Le Boy-Scout Belge contributing comic strips and also for Le Petit Vingtieme. He completed 23 books of Tintin. He passed away in 1983 at the age of 75.",Juvenile Fiction  ,"Explorers on the Moon,  (English, Paperback, Herge)"
,,,
,"In the city of Agrabah, a street boy called Aladdin finds an old lamp hidden deep in a cave. He becomes the master of a genie and is granted three wishes. But will this power be enough to earn the love of beautiful Princess Jasmine and outwit the evil Jafar?","9780143334712, 0143334719  ","Disney Classics - Aladdin,  (English, Paperback)"
,,,
Horikoshi Kohei,"Midoriya inherits the superpower of the world's greatest hero, but greatness won't come easy. What would the world be like if 80 percent of the population manifested superpowers called ""Quirks""? Heroes and villains would be battling it out everywhere! Being a hero would mean learning to use your power, but where would you go to study? The Hero Academy of course! But what would you do if you were one of the 20 percent who were born Quirkless? Summer vacation is over, and it's back to school for the students of U.A. High! But before classes can get started, Midoriya and Bakugo need to settle a beef between them that's been festering for a long time. Even if they can get past this bump in the road on the way to becoming superheroes, the hurdles just keep getting higher and higher-the hero work studies in the upcoming year will bring them even closer to their goal...or their destruction! Fun, action-packed story that takes inspiration from American superhero comics.",Comics & Graphic Novels  ,"My Hero Academia, Vol. 14,  (English, Paperback, Horikoshi Kohei)"
,,,
Chandrakant Kamala,,Juvenile Fiction  ,"Rani Durgavati,  (English, Paperback, Chandrakant Kamala)"
,,,
saisuthe,,sudha enterprises  ,"Greeshma Ruthu,  (Paperback, kannada, saisuthe)"
,,,
Kusaka Hidenori,"Awesome adventures inspired by the best-selling Pokemon X and Y video games! All your favorite Pokemon game characters jump out of the screen into the pages of this action-packed manga! X was a Pokemon Trainer child prodigy. But now he's depressed and hides in his room avoiding everyone-including his best friend Y. An attack on their hometown by Legendary Pokemon Xerneas and Yveltal, led by Team Flare, forces X outside... Now what? After his plan fails and Korrina's Key Stone is stolen, X retreats from the world again, this time holing up in the hollow of a tree. Can anything-or anybody- coax him out once more? Then, our ragtag band of heroes finally finds Team Flare's secret headquarters. But is it already too late...? Can our friends prevent Lysandre from firing the Ultimate Weapon?!",Juvenile Fiction  ,"Pokemon X*Y, Vol. 7,  (English, Paperback, Kusaka Hidenori)"
,,,
Pran's Features,"Chacha Chaudhary is a middle class Indian, frail but an extremely intelligent old man. . Chacha Chaudhary's attire includes his red turban, a wooden stick, a waistcoat with a double inside pocket and a pocket watch. His household consists of his wife Bini (Chachi), a faithful street dog called Rocket and a giant alien from Jupiter named Sabu. Chacha Chaudhary enjoys eating watermelon with relish but mangoes are his weakness and takes off for a walk with Sabu and Rocket, whenever Chachi nags him. When he takes off his turban, it is shown that he is completely bald. Everybody in town knows that whenever Chacha Chaudhary goes out with his family, he never locks the door of his house; but nobody has been successful in robbing his house. However, in certain stories, Chachi(his wife) has been seen locking the house. Sometimes his head or nose itches when any trouble is going to happen. t is said that "" Chacha Chaudhary's brain works faster than a computer"".","9789383990580, 9383990589  ","Chacha Chaudhary Fake Currency,  (English, Paperback, Pran's Features)"
,,,
unknown,"Further Tales from the Jatakas, published by Amar Chitra Katha, is a delightful collection of 3 stories from the huge body of literature native to India.Summary of the BookThis book, published as a part of 3-in-1 series by Amar Chitra Katha, contains the following titles: The Magic Chant, The Giant and the Dwarf, and The Precious Gem. The tales have captivating illustrations for children aged between 9 and 14, and contain a moral message that induces values in the young minds.About Anant PaiAnant Pai was the former editor of Amar Chitra Katha. He is best known for pioneering Indian comics and creating Amar Chitra Katha and the famous Tinkle magazine. Uncle Pai, as his fans call him, received much acclaim for his work, including the Yudhvir Memorial Foundation Award in Hyderabad, Maharashtra Rajya Hindi Sahitya Academy Award, and Lifetime Achievement Award at the First Indian Comic Convention, New Delhi.About Amar Chitra KathaAmar Chitra Katha is an Indian publishing house majorly known for its publication of graphic novels and comics about Indian mythology. It was founded by Anant Pai.",Juvenile Nonfiction  ,"Further Tales from the Jatakas,  (English, Paperback, unknown)"
,,,
Herge,,Comics & Graphic Novels  ,"Tintin in the Congo,  (English, Hardcover, Herge)"
,,,
Ghosh Amitav,"Afeem Sagar is the Hindi version of the novel Sea of Poppies, the first book of the trilogy Ibis, written by the famous contemporary Indian author, Amitav Ghosh. It sheds light on the life in Calcutta and on the banks of river Ganga foregoing the Opium Wars. Sea of Poppies earned Amitav the Man Booker Prize nomination.Summary of the BookAfeem Sagar is a story set in the 1830s. It brings out the myriad colours and shadier elements of a family stricken with internal conflicts, as well as the social dogmas that plagued the Indian society back in the days. It also describes the outbreak of the Opium Wars in China, placing the fictional characters in a factual backdrop who unexpectedly meet on a ship. The lives of Deeti who is a common villager, Zachary Reid who is an American sailor, an opium trader Benjamin Bumham, Paulette who is a French orphan, and a zamindar named Neel Rattan Halder are about to change forever. They all meet as though they were destined to become a family that made Ibis, the ship, their home. Each character comes with an emotive background and has a story that they have left behind in different lands. Penury brings all these characters together and they fill one another’s broken souls and the journey continues to destinies that are not augured. All these characters have an association with opium. Amitav associates the main characters of the book to poppy seeds birthing in enormous numbers and appearing like an eerie ocean. He associates the story to this idea in such a way that like the poppy seeds, all the characters are unsure of their destiny. Discover the profoundly philosophical journeys of the different characters in this book.About Amitav GhoshThe Indian born English writer Amitav Ghosh’s work mostly constitutes historical situations and specifically Indian at that. His debut novel was The Circle of Reason, and he has ever since been a prolific writer. Born in July 1956, Ghosh studied in some of the most reputed educational institutions of India. He later acquired a D.Phil. from St. Edmund Hall in Social Anthropology. He was also a professor and taught at Queens College, City University of New York, and the most renowned Harvard. For his outstanding contributions, Amitav Ghosh has been awarded the Padma Shri award by the Indian government in the year 2007. He has also won the Sahitya Akademi Award, the Dan David Prize, and the Arthur C. Clarke Award, and was nominated for the Man Booker Prize in the 2008 for his book Sea of Poppies. Currently, he lives in New York, with his wife Deborah Baker, and their two children. Some of his other notable works are The Shadow Lines, The Calcutta Chromosome, The Glass Palace, The Hungry Tide and River of Smoke.",Fiction  ,"Afeem Sagar,  (Hindi, Paperback, Ghosh Amitav)"
,,,
Deslyons-J,"Captain Underpants is a children's graphic novel series, which revolves around two fourth graders.Summary of the BookThis series is about the adventures of George Beard and Harold Hutchins, two fourth graders, and Captain Underpants. Captain Underpants is the alter ego of George and Harold’s megalomaniacal principal, Mr. Krupp, after they hypnotize him.The series is a collection of 10 books and 3 spin-offs. It won the Disney Adventures Kids' Choice Award in 2007. The series has been translated in over 20 languages, with over 70 million books sold worldwide.  The box set has a collection of 11 books on the adventures of George and Harold with Captain Underpants. This box set will be thoroughly enjoyed by children aged between 8 and 12 years.About Dave PilkeyDav Pilkey is an American author and illustrator. He also uses the pen names George and Harold, which are the names of the two main characters of the Captain Underpants series. He lives near Seattle with his wife Sayuri. He has authored several comic series like The Dragon Series, Dumb Bunnies and Big Dog &amp; Little Dog.",History  ,"Oraison Funï¿½bre de Louis XIII, Prononcï¿½e ï¿½ Pontoise Le 27 Aout 1643, Par Jean Des Lyons,  (French, Paperback, Deslyons-J)"
,,,
Banker Ashok,,Religion  ,"Ayodhya ka rajkumar (Prince of ayodhya),  (Hindi, Paperback, Banker Ashok)"
,,,
Madireddy Sulochana,,Quality Publishers  ,"Nireekshana - Telugu Novel,  (Paperback, Telugu, Madireddy Sulochana)"
,,,
Malathi Chendur,,Quality Publishers  ,"Edi Gamyam Edi Margam - Telugu Novel,  (Paperback, Telugu, Malathi Chendur)"
,,,
unknown,,"9789380925011, 9380925018  ","Nante Fante Megahit,  (English, Undefined, unknown)"
,,,
Om Books Editorial Team,,Juvenile Nonfiction  ,"Lion,  (English, Hardcover, Om Books Editorial Team)"
,,,
Anant Pai,"Ancient Tales of Wit and Wisdom (5 in 1) is a collection of five books published by Amar Chitra Katha, the well known Indian publisher of  comics for children.Summary Of The BookAncient Tales of Wit and Wisdom (5 in 1), composed by Anant Pai, is a collection some of the most famous folktales of India. The stories included in the book are A Bag of Gold Coins, Choice of Friends, How Friends are Parted, The Tiger and Woodpecker, and Friend and Foes. The tales in this collection are taken from varied sources including The Hitopadesha, The Mahabharata, and the Persian version of The Panchatantra. The humorous story of The Tiger and the Woodpecker is taken from the Keyurabahu Charitramu written by the Telugu poet Manchana. Children will have something good to learn from all the stories included in the book. The book is packed with beautiful and colorful illustrations, which will make it an interesting read for children.About Anant PaiAnant Pai was the former editor of Amar Chitra Katha. He is best known for pioneering Indian comics and creating Amar Chitra Katha and Tinkle magazine.Uncle Pai, as his fans call him, received much acclaim for his work, including the Yudhvir Memorial Award in Hyderabad, Maharashtra Rajya Hindi Sahitya Academy Award, Lifetime Achievement Award – at the First Indian Comic Convention, New Delhi and Karpoorchand Puraskar of Uttar Pradesh Bal Kalyan Sansthan.","9788189999193, 8189999192  ","Ancient Tales of Wit and Wisdom (5 in 1),  (English, Hardcover, Anant Pai)"
,,,
Marx Karl,,Political Science  ,"The Communist Manifesto,  (English, Paperback, Marx Karl)"
,,,
Bhatt Dhruv,,Comics & Graphic Novels  ,"Atarapi Novel,  (Hindi, Hardcover, Bhatt Dhruv)"
,,,
Rio Tania del,,Comics & Graphic Novels  ,"Sabrina The Teenage Witch: The Magic Within 1,  (English, Paperback, Rio Tania del)"
,,,
Fernandes Luis,,Juvenile Fiction  ,"Kalia the Crow -1,  (English, Paperback, Fernandes Luis)"
,,,
Hergé,"The famous reporter Tintin , Captain Haddock and their adventure around the globe.",Ananda Publishers  ,"Tintin: Tintin Kongoi,  (Paperback, Bengali, Hergé)"
,,,
