Author,Description,Gener,title
Pandey Ajay K.,"Summary of the BookHer Last Wish is an inspiring tale of love and heartbreak and it tests a man’s resilience after his girlfriend is diagnosed with a fatal disease. Vijay, who is overburdened with his father’s over expectations, finds love and luck when Aastha enters his life, eventually becoming his sole source of happiness in life. However, fate has other plans for him as she is diagnosed with a life-threatening disease. He takes it upon himself to fight for her life against all odds. In the process, his father also eventually sees his son struggling and joins him in the race against time and odds. Will they emerge victorious in this battle of life-and-death?About the AuthorAjay K Pandey is an Indian author who is known for his two bestselling novels - You are the Best Wife and Her Last Wish. Pandey is currently working for an IT company in Ghaziabad. Pandey married his college classmate and lover, Bhavana, in the year 2010. She passed away due to Septicemia. His first novel was written as a tribute to his wife. He has taken inspiration from real-life events to write his first novel which became a bestseller soon after it was published. ",Fiction  ,"Her Last Wish,  (English, Paperback, Pandey Ajay K.)"
Ogilvie,"In this third book of the Stuart Trilogy, the story of the family of Lord Jay and Lady Hilary Stuart rushes to a new level of intrigue. As the daughter of Count and Countess Francois and Cameron Dubonnet and granddaughter of Lord Jay and Lady Hilary, the world has high expectation for Courtney Stuart Dubonnet. She's just put herself on the stage as the author of a new musical that is charming Broadway audiences. But the joy delivered by rave reviews is tainted by another story in the morning paper: two murderers have just been released from prison. And now, they're after revenge. There's a disturbing link between the playwright and the killers-and as a result, Courtney's world is about to change forever. What follows is an exhilarating tale of love suborned by the evil influence of a master hypnotist. As her life races between New York and Switzerland, Courtney must truly keep her wits about her if she hopes to survive. She must overcome the siren entreaties of a master criminal, face life and death in a Swiss blizzard at the hands of an immoral kidnapper, and endeavor to find true love among the admirers and imposters that populate the trendy watering holes of Europe and the United States. Will Courtney be able to discover her true love and unmask the evil manipulator in time? The future of the Stuart line hangs in the balance.","9781466920934, 1466920939  ","Cast an Evil Eye: The Third Novel of the Stuart Trilogy,  (English, Hardcover, Ogilvie)"
Prayaag Akbar,"Winner of ""TATA Literature Live"" 1st book award (fiction)In a digitized city, sometime in the near future, as an obsession with purity escalates, walls come up dividing and confining communities. Behind the walls high civic order prevails. In the forgotten spaces between, where garbage gathers and disease festers, Shalini must search for Leila, the daughter she lost one tragic summer sixteen years ago.Skirting surveillance systems and thuggish Repeaters, Shalini-once wealthy, with perhaps a wayward past; now a misfit, pushed to the margins-is propelled only by her search. What follows is a story of longing, faith, and most of all, loss.With its unflinching gaze on class, privilege, and the choices that today confront us-and its startling, almost prophetic vision of the world-Leila announces Prayaag Akbar as a remarkable new voice in Indian fiction.About the AuthorPrayaag Akbar is a writer and journalist. A former deputy editor of Scroll, his award-winning reporting and commentary have examined various aspects of marginalization in India. He studied at Dartmouth College and the London School of Economics. He lives in Mumbai with his wife and their cat.",Literary Fiction  ,"Leila - A Novel,  (English, Paperback, Prayaag Akbar)"
Ogilvie,"In this third book of the Stuart Trilogy, the story of the family of Lord Jay and Lady Hilary Stuart rushes to a new level of intrigue. As the daughter of Count and Countess Francois and Cameron Dubonnet and granddaughter of Lord Jay and Lady Hilary, the world has high expectation for Courtney Stuart Dubonnet. She's just put herself on the stage as the author of a new musical that is charming Broadway audiences. But the joy delivered by rave reviews is tainted by another story in the morning paper: two murderers have just been released from prison. And now, they're after revenge. There's a disturbing link between the playwright and the killers-and as a result, Courtney's world is about to change forever. What follows is an exhilarating tale of love suborned by the evil influence of a master hypnotist. As her life races between New York and Switzerland, Courtney must truly keep her wits about her if she hopes to survive. She must overcome the siren entreaties of a master criminal, face life and death in a Swiss blizzard at the hands of an immoral kidnapper, and endeavor to find true love among the admirers and imposters that populate the trendy watering holes of Europe and the United States. Will Courtney be able to discover her true love and unmask the evil manipulator in time? The future of the Stuart line hangs in the balance.","9781466921078, 1466921072  ","Cast an Evil Eye: The Third Novel of the Stuart Trilogy,  (English, Paperback, Ogilvie)"
Anderson Jon Lee,"Che Guevara's legend is unmatched in the modern world. Since his assassination in 1967 at the age of 39, the Argentine revolutionary has become an internationally famed icon, as revered as he is controversial. A Marxist ideologue, he sought to end global inequality by bringing down the American capitalist empire through armed guerrilla warfare - and has few rivals in the Cold War era as an apostle of change. In Che: A Revolutionary Life, Jon Lee Anderson and Jose Hernandez reveal the man behind the myth, creating a complex portrait of this passionate idealist. Adapted from Anderson's masterwork, Che transports us from young Ernesto's medical school days to the battlefields of the Cuban revolution; from his place of power alongside Castro to his disastrous sojourn in the Congo, and his violent end in Bolivia. Through renowned Mexican artist Jose Hernandez's drawings, we feel the bullets fly past in Cuba; smell the smoke of Castro's cigars; and scrutinize the face of the weary guerrilla as he is called 'Comandante' for the first time. With astonishing precision, colour, and drama, Che makes us first-hand witnesses to the revolutionary life and times of this historic figure. Combining Anderson's unprecedented access and research with Hernandez's emotionally gripping artwork, Che resurrects the man for a new generation of readers.",Comics & Graphic Novels  ,"Che Guevara,  (English, Hardcover, Anderson Jon Lee)"
Hart Natalie,"Shortlisted for Costa First Novel Award 2018 Prima Magazine Best Books of the Year The Reading Agency Top Debuts of 2018 `An important and timely story that explores the ongoing impact of war and how it's often left to the women to pick up the pieces. The way Hart has made a mosaic of different women's experiences, be they British, American or Iraqi, is profoundly moving. Pieces of Me is a love story that will leave you in tatters and yet there is an enduring sense of women making, mending and creating that gives this book a radiance. I will never forget it.' Tor Udall, author of `A Thousand Paper Birds' Emma did not go to war looking for love, but Adam is unlike any other. Under the secret shadow of trauma, Emma decides to leave Iraq and joins Adam to settle in Colorado. But isolation and fear find her, once again, when Adam is re-deployed. Torn between a deep fear for Adam's safety and a desire to be back there herself, Emma copes by throwing herself into a new role mentoring an Iraqi refugee family. But when Adam comes home, he brings the conflict back with him. Emma had considered the possibility that her husband might not come home from war. She had not considered that he might return a stranger. What Reviewers and Readers are saying: `An astounding debut, Pieces of Me is a beautiful book written with emotion and compassion and will stay with me for a long time. It's characters and story tugged at my heart with every turning page.' Nina Pottell, Books Editor, Prima Magazine `Heart-wrenching and heart-warming in equal measure, Pieces of Me is an incredibly moving tale of love and conflict. A compelling and accomplished debut, Natalie writes with the skill and confidence of a writer who's been published for years. I couldn't put it down' Harper's Bazaar 'Pieces of Me is a brilliantly observed and nuanced look at the war in Iraq and how conflict impacts on the lives of everyone involved' Laura Kaye, author of English Animals 'I devoured this book, and I feel like I'll carry Emma and Adam with me for a long time. Hart tells this devastating story beautifully' Laura Pearson, author of Missing Pieces `Pieces of Me churns with love and rage and hope and terror, as only the best war books can. Natalie Hart writes like a born storyteller, and she uses that gift here to explore how the Iraq War lingers in the dark corners of souls desperate to move on from it. Readers are in for a ride' Matt Gallagher, author of Youngblood `Pieces of Me is a quietly powerful exploration of the complex effects of the Iraq war...The novel builds in power and speaks authoritatively on the polarisation of the lives changed forever by conflict' Zoe Lambert `Natalie Hart's brilliant Pieces of Me is-like Graham Greene's The End of the Affair-a love story set amid the ruins of war. As a British civilian who meets her American husband in Iraq, the narrator, Emma McLaughlin, is a first-hand witness to the ways armed conflict breaks soldiers and non-combatants alike. Her testimony, and this novel, is unforgettably complex and devastating-as it should be' Whitney Terrell, author of The Good Lieutenant `Natalie Hart's vivid novel, Pieces of Me, examines the lives of deployed soldiers' families and displaced Iraqi civilians, eloquently revealing how even the most tightly knit relationships can unravel under the stress of war' Siobhan Fallon, author of You Know When the Men Are Gone and The Confusion of Languages",Fiction  ,"Pieces of Me - Shortlisted for Costa First Novel Award,  (English, Paperback, Hart Natalie)"
Geronimo Stilton,"The Thea Sisters are headed to Venice, Italy! They'll be there for the Carnival, an annual festival that's famouse for its elaborate masks. They mouselets love exploring the city's bridges and canals, and seeing the beautiful costumes mice wear to Carnival celebrations. But a mysterious thief strikes while they are there! Can they catch and unmask him before the festival ends?",Fiction  ,"Thea Stilton and the Venice Masquerade,  (English, Paperback, Geronimo Stilton)"
Crane Mrs Shelly,"Sherry and Merrick's story continues in this sequel to Collide. In this installment, we come face to face with old acquantances and new friends and new enemies. Things will change for all of them especially when a little girl is found and everyone's loyalties are tested. A revelation may upset the delicate balance they've all tried so hard to set. There's new love, new rivalries and new transformations in the continuing series of Collide.",Fiction  ,"Uprising (a Collide Novel - Book Two),  (English, Paperback, Crane Mrs Shelly)"
Deborah Parsons,"Tracing the developing modernist aesthetic in the thought and writings of James Joyce, Dorothy Richardson and Virginia Woolf, Deborah Parsons considers the cultural, social and personal influences upon the three writers. Exploring the connections between their theories, Parsons pays particular attention to their work on: forms of realism characters and consciousness gender and the novel time and history. An understanding of these three thinkers is fundamental to a grasp on modernism, making this an indispensable guide for students of modernist thought. It is also essential reading for those who wish to understand debates about the genre of the novel or the nature of literary expression, which were given a new impetus by the pioneering figures of Joyce, Richardson and Woolf.","9780415285438, 0415285437  ","Theorists of the Modernist Novel James Joyce, Dorothy Richardson and Virginia Woolf New edition Edition,  (English, Paperback, Deborah Parsons)"
Goscinny Rene,"Vintage Asterx! 14 new stories including tales of: The day Asterix and Obelix were born (in the middle of a village fish fight); How Obelix goes back to school; Fashion in Ancient Gaul; How Dogamatirx helps the village cockerel win a duel; And how he is adopted as a Roman mascot; Asterix as you've never seen him before; Obelix's adventures under the mistletoe; The bid for the very first Gaulish Olympics; The birth of an idea - the story of the creation of Asterix; And much, much more.",Comics & Graphic Novels  ,"Asterix: Asterix and the Class Act,  (English, Hardcover, Goscinny Rene)"
Terry Pratchett,"The Colour of Magic begins Terry Pratchett’s Discworld comic fantasy series, which are set on a flat world shouldered on the top of four elephants resting on a stellar turtle.Summary of the BookThere are an infinite number of things out there in that final frontier called space. There are comets whizzing past, asteroids lost cluelessly, invisible black holes which suck light itself into their loins and a turtle called the Great A'tuin, larger than a planet, silently sailing through the abyss, possibly contemplating breakfast. Atop this turtle stand four elephants, as large as moons. On their shoulders rests a flat world called the Discworld. This world is populated by people of every colour, race and magical orientation possible. It has certain laws, which even though they spit in the face of physics, astronomy and evolutionary biology, are quite inflexible. One of them dictates that when a Wizard is about to die, he will be escorted by Death. The Reaper speaks without vocal cords, in a “voice” like the slamming of coffin lids, needing small caps to say what he needs to. (DO NOT TAKE ME LIGHTLY HUMAN, I WILL COME FOR YOU NEXT. HURRY UP, I’M NEVER LATE. YOU, ON THE OTHER HAND, ARE GOING TO BE). There are four main continents on this odd planet, and this story occurs on the Unnamed Continent, where the regularly chaotic life of heroes, Wizards and thieves is upset by the arrival of a strangely clad man. He bears a large trunk with several legs called Luggage which has a mind of his own, and in it, he has a lot of gold. He is Twoflower, an odd little man and the Discworld’s first tourist. He quickly hires the failed wizard Rincewind to show him around. However, he might yet regret his choice, for Rincewind was cast out of the greatest institute for magic in the universe: the Unseen Academy. His crime was oddly unique, for he looked into a forbidden book containing a dangerous spell. The spell occupied his entire mind, preventing him from learning any other spells. The spell is so dangerous that all wizards fear it. In fact, it’s so dangerous that no one remembers what it really does!About Terry PratchettSir Terence David John “Terry” Pratchett is a British novelist known for his Discworld series of novels. Pratchett is also known for co-authoring Good Omens with fellow writer Neil Gaiman.Pratchett was knighted for his services to literature and was nominated the Fantasy and Science Fiction Author of the Year by the British Book Awards.The Colour of Magic and its sequel, The Light Fantastic, have been adapted into a two-part TV film by The Mob, a small British studio, starring David Jason, Sean Astin, Tim Curry and Christopher Lee as the voice of Death.Series Reading OrderThis book is the first Discworld novel. Most of the Discworld books are standalone, and they can be read in any order. However, this book directly follows into The Light Fantastic. Below, you will find a helpful guide teaching you how to continue in your voyage through space with the Great A’tuin.If you’re interested in Rincewind, continue with The Light Fantastic, Sourcery, (Faust) Eric, Interesting Times, The Last Continent, The Last Hero and Unseen Academicals.If you’re interested in the machinations of feminist witches, begin with Equal Rites, Wyrd Sisters, Witches Abroad, Lords and Ladies, Maskerade, Carpe Jugulum, The Wee Free Men, A Hat Full of Sky and Wintersmith.If you want to know about the ancient civilizations of Discworld, read Pyramids and Small Gods.IF YOU ARE AFRAID OF DEATH, MORTAL, THEN READ Mort, Reaper Man, Soul Music, Hogfather and Thief of Time.If you’re interested in Ankh Morpork, the greatest city on Discworld, then you’ll want to read Guards! Guards!, Men at Arms, Feet of Clay, Jingo, The Fifth Elephant, Night Watch, Thud! and Where’s My Cow?If you want to know how technology is going to evolve on Discworld, read Moving Pictures, The Truth, Monstrous Regiment, Going Postal and Making Money.","9780552124751, 0552124753  ","The Colour Of Magic,  (English, Paperback, Terry Pratchett)"
Vanessa R. Sasson,"Who was Yasodhara? The Buddha's forgotten and abandoned wife? The mother of his only son? Or an enlightened being in her own right, denied her rightful place in the stories and histories about the Buddha? A long time ago, in a far-off kingdom, a boy and a girl, born on the same day, were destined to be together-and then painfully wrenched apart. The boy was Siddhattha, heir to the Sakya kingdom and the future Buddha; the girl was the beautiful and precocious Yasodhara, his friend who became his loving wife. In this exquisitely crafted narrative, we encounter Yasodhara as a fiercely independent, passionate and resilient individual. We witness her joys and sorrows, her expectations and frustrations, her fairy-tale wedding, and her overwhelming devastation at the departure of her beloved. It is through her eyes that we witness Siddhattha's slow transformation, from a sheltered prince to a deeply sensitive young man. On the way, we see how the gods watch over the future Buddha from the clouds, how the king and his ministers try to keep the suffering of the world from him and how he eventually renounces the throne, his wife and newly-born son to seek enlightenment. Resurrecting a forgotten woman from the origin stories of the Buddha, Vanessa R. Sasson combines the spirit of fiction and the fabulism of Indian mythology with impeccable scholarship, to tell the evocative and deeply moving story of an extraordinary life.About the Author Vanessa R. Sasson is a professor of Religious Studies in the Liberal and Creative Arts and Humanities Department at Marianopolis College, Quebec. She is also a Research Fellow for the International Institute for Studies in Race, Reconciliation and Social Justice at the University of the Free State in South Africa, as well as Adjunct Professor at the Faculty of Religious Studies of McGill University, Montreal. As a scholar, her focus is on Buddhist studies, with particular emphasis on hagiography, gender and childhoods. Vanessa's published books include The Birth of Moses and the Buddha: A Paradigm for the Comparative Study of Religions, and the edited volumes Little Buddhas: Children and Childhoods in Buddhist Texts and Traditions and Imagining the Fetus: The Unborn in Myth, Religion and Culture.",Fiction  ,"Yasodhara - A Novel About the Buddha’s Wife,  (English, Paperback, Vanessa R. Sasson)"
DEAN KOONTZ,"It's either fight, or die. The second gripping thriller in an exciting new series featuring FBI agent Jane Hawk, from the master of suspense and New York Times No.1 bestselling author. 'Do what you were born to do' These are the words that ring in the mind of a mild-mannered and beloved teacher as she drives a car full of burning gasoline into a hotel. This catastrophic act of terror, which kills herself and many others, is deemed to be the tragic death of someone who was clearly insane. But rogue FBI agent Jane Hawk knows the truth. In the wake of her husband's inexplicable suicide, she picks up the trail of a secret cabal of formidable players who are bent on obtaining world power with a terrifying piece of technology. Driven by love for her husband and fear for her five-year-old son who she has sent into hiding, Jane has become an unstoppable predator. Those she is hunting will have nowhere to run when her shadow falls across them.About the Author Dean Koontz is the author of more than a dozen New York Times No. 1 bestsellers. His books have sold over 500 million copies worldwide, and his work is published in 38 languages.He was born and raised in Pennsylvania and lives with his wife Gerda, and their dog Elsa, in southern California.",Fiction  ,"KOONTZ THRILLER 4 HB - It's Either Fight or Die,  (English, Paperback, DEAN KOONTZ)"
Ladybird,"Ladybird Stories for 3 year olds is a lively collection of animal stories perfect for sharing with young children and ideal for bedtime reading. Each story is filled with colourful and amusing illustrations to entertain little ones. In No Room for Panda, Lucy's pet panda gets into all sorts of trouble. Nigel the crocodile has to visit the dentist in Nigel's Toothache and the poorly penguins, Clive and Brenda, have fun at home in Indoor Sports.",Fiction  ,"Ladybird Stories for 3 Year Olds,  (English, Hardcover, Ladybird)"
SMITH WILBUR,"Hidden away in the vast and forbidding deserts of North Africa, Taita has passed the years since the death of his beloved Queen Lostris in prayer and study. He has become the Warlock, wise in the lore of the ancient Gods, an adept of magic and the supernatural. Now, Taita answers the summons from the beyond. He leaves the desert vastness and returns to the world of men, to find himself plunged into a terrible conflict against the forces of evil which threaten to overwhelm the throne and the realm of Egypt, and to destroy the young prince Nefer who is the grandson of Queen Lostris. With vivid depictions of battle and intrigue, of love and passion, with fascinating characters both good and evil, Wilbur Smith brings to life, in colourful detail, the world of ancient Egypt. This is a masterful feat of story telling by one of the world's best-selling authors.","9780330449946, 033044994X  ","WARLOCK (NEW JACKET),  (English, Paperback, SMITH WILBUR)"
Uderzo Albert,"The Gauls have only one fear: that the sky may fall on their heads tomorrow. But tomorrow never comes, says Chief Vitalstatistix. Or does it? It looks as if it's come at last for Asterix, Obelix and the other villagers. And some surprising new characters fall along with the sky. Our friends soon find themselves in the middle of a space race...",Comics & Graphic Novels  ,"Asterix: Asterix And The Falling Sky,  (English, Hardcover, Uderzo Albert)"
Tolkien Simon,"From the slums of London to the riches of an Edwardian country house; from the hot, dark seams of a Yorkshire coalmine to the exposed terrors of the trenches, Adam Raine's journey from boy to man is set against the backdrop of a society violently entering the modern world. Adam Raine is a boy cursed by misfortune. His impoverished childhood in the slums of Islington is brought to an end by a tragedy that sends him north to Scarsdale, a hard-living coalmining town where his father finds work as a union organizer. But it isn't long before the escalating tensions between the miners and their employer, Sir John Scarsdale, explode with terrible consequences. In the aftermath, Adam meets Miriam, the Rector's beautiful daughter, and moves into Scarsdale Hall, an opulent paradise compared with the life he has been used to before. But he makes an enemy of Sir John's son, Brice, who subjects him to endless petty cruelties for daring to step above his station. When love and an Oxford education beckon, Adam feels that his life is finally starting to come together - until the outbreak of war threatens to tear everything apart.",Fiction  ,"No Man's Land - A Novel,  (English, Paperback, Tolkien Simon)"
Nimmy Chacko,"As dawn breaks, Surya the Sun God, leaps over the horizon in his chariot, pulled by seven radiant horses. As he rises into the sky he spreads light and warmth all over the world. The great Ganga king, Narasimha Deva I, commissioned 1200 artisans to recreate this scene in stone. The Konark Sun Temple is a place where the lines between fact, fiction and folklore have blurred over time. Amar Chitra Katha interweaves the history of the 13th century monument with some of the mythology associated with it.","9788184825978, 8184825978  ","Konark,  (English, Paperback, Nimmy Chacko)"
'Michael Petranek,"Geronimo Stilton Graphic Novels #16: Lights, Camera, Stilton!",Fiction  ,"Geronimo Stilton Graphic Novels #16: Lights, Camera, Stilton!,  (English, Paperback, 'Michael Petranek)"
Crilley Mark,"It's spring—a time for new beginnings. This is Miki Yoshida's final year of high school, and she's determined to make this the best year yet. Miki is in control . . .. . . until Hiro Sakurai shows up.The tall, handsome new student is hiding something, and Miki wants to know what. As she breaks down Hiro's defenses, she is unnerved by how much she cares about him. Too bad he is the one guy who can't care for her back. But Miki is falling for Hiro, and nothing's going to stop her from getting close to him—not even his dangerous secret.","9780060846169, 006084616X  ","Miki Falls: Spring,  (English, Paperback, Crilley Mark)"
Bankim Chandra Chattopadhyay,"""Bankim Chandra Chattopadhyay was born in a prominent Bengali family in 1838. He was a renowned Bengali poet and novelist. Bankim Chandra beautifully portrayed the traditional human expressions in simple words. His writings throw considerable light on the serious issues of his time that included religion, society, caste and politics. The middle-class Indian families find his works extremely appealing and relatable. He was a source of inspiration for the revolutionaries who participated in the freedom struggle of India. This set of books includes his famous novels Mrinalini and Devi Chaudhrani. While Mrinalini revolves around the themes of love and trust, Devi Chaudhrani depicts the role of women in India’s struggle for Independence. """,Novel  ,"Bankim Chandra Chattopadhyay - Novels (Set of 2 Books) (Hindi) ,  (Hindi, Paperback, Bankim Chandra Chattopadhyay)"
Turner Megan Whalen,"Discover the world of the Queen's Thief New York Times-bestselling author Megan Whalen Turner's entrancing and award-winning Queen's Thief novels bring to life the world of the epics and feature one of the most charismatic and incorrigible characters of fiction, Eugenides the thief. Megan Whalen Turner's Queen's Thief novels are rich with political machinations and intrigue, battles lost and won, dangerous journeys, divine intervention, power, passion, revenge, and deception. Perfect for fans of Leigh Bardugo, Marie Lu, Patrick Rothfuss, and George R. R. Martin. Eugenides, the queen's thief, can steal anything-or so he says. When his boasting lands him in prison and the king's magus invites him on a quest to steal a legendary object, he's in no position to refuse. The magus thinks he has the right tool for the job, but Gen has plans of his own. The Queen's Thief novels have been praised by writers, critics, reviewers, and fans, and have been honored with glowing reviews, ""best of"" citations, and numerous awards, including the Los Angeles Times Book Prize, a Newbery Honor, the Andre Norton Award shortlist, and the Mythopoeic Fantasy Award.Discover and rediscover the stand-alone companions, The Queen of Attolia, The King of Attolia, and A Conspiracy of Kings, all epic novels set in the world of the Queen's Thief. This edition of The Thief includes an exclusive piece by Megan Whalen Turner about her inspiration for the setting of the story, an introduction to the characters from the world of the Queen's Thief, a map of the world of the Queen's Thief, and an exclusive teaser to Thick as Thieves. A Newbery Honor Book An ALA Notable Book A YALSA Best Book for Young Adults A Horn Book Fanfare Book A New York Public Library Book for the Teen Age A Bulletin of the Center for Children's Books Blue Ribbon Book A Junior Library Guild Selection ""The Queen's Thief books awe and inspire me. They have the feel of a secret, discovered history of real but forgotten lands. The plot-craft is peerless, the revelations stunning, and the characters flawed, cunning, heartbreaking, exceptional. Megan Whalen Turner's books have a permanent spot on my favorites shelf, with space waiting for more books to come.""-Laini Taylor, New York Times-bestselling author of the Daughter of Smoke and Bone novels and Strange the Dreamer ""Unforgettable characters, plot twists that will make your head spin, a world rendered in elegant detail-you will fall in love with every page of these stories. Megan Whalen Turner writes vivid, immersive, heartbreaking fantasy that will leave you desperate to return to Attolia again and again.""-Leigh Bardugo, New York Times-bestselling author of the The Grisha Trilogy and Six of Crows ""Trust me. Just read it. Then read it again, because it will not be the same river twice.""-Lois McMaster Bujold, acclaimed and Hugo Award-winning author of the Vorkosigan Saga, the Chalion Series, and the Sharing Knife series ""In addition to its charismatic hero, this story possesses one of the most valuable treasures of all-a twinkling jewel of a surprise ending."" -Publishers Weekly (starred review) ""To miss this thief's story would be a crime.""-Bulletin of the Center for Children's Books (starred review) ""A literary journey that enriches both its characters and readers before it is over.""-Kirkus Reviews (starred review) ""A tantalizing, suspenseful, exceptionally clever novel.""-The Horn Book (starred review)","9780062642967, 0062642960  ","The Thief,  (English, Paperback, Turner Megan Whalen)"
Rushdie Salman,"The Enchantress of Florence is the winner of the ‘Best of the Booker’, written by Salman Rushdie.Summary of the BookThis ninth novel penned by Salman Rushdie contains major themes such as eroticism, sex and humanism, and a debate as opposed to authoritarianism. It could be considered as a work of magic realism. The story is about the visit of a European to the Mughal emperor, Akbar’s court. He claims that he is born of an exiled Indian princess and an Italian from Florence and that he is a long lost relative of the king. Will the Mughal emperor believe him?About Salman RushdieSalman Rushdie is an Indian-born British novelist and essayist. He is best known for his Booker Prize winning novel Midnight’s Children. He was knighted by Queen Elizabeth II in 2007 for his outstanding services to literature. Rushdie was elected a Foreign Honorary Member of the American Academy of Arts and Letters in 2008. Some of his other notable works are The Satanic Verses, The Moor’s Last Sigh, Shalimar the Clown, The Ground beneath Her Feet, and Fury.",Fiction  ,"The Enchantress of Florence,  (English, Paperback, Rushdie Salman)"
Rowson Martin,"In Martin Rowson's ""The Waste Land"", private detective Chris Marlowe is tasked with getting to the bottom of the most impenetrable of all modernist mysteries: namely T. S. Eliot's ""The Wasteland"". Cunningly contrived, this irreverent graphic parody is inspired in equal parts by the classic modernist poem and by the American noir novels of Raymond Chandler. Marlowe, searching for his dead partner's killers, is lured into a web of murder, deceit, lust, despair, and, of course, a frantic quest for the Holy Grail. Doped, duped, pistol-whipped, framed by the cops, and going nowhere fast, Marlowe enters a nightmare world where Robert Frost, Norman Mailer, and Edmund Wilson drink in the gloom of a London pub; where Auden is glimpsed entering the men's room; where Henry James, Aldous Huxley, and Richard Wagner share an ice cream aboard a Thames pleasure steamer; and where, out of luck and out of clues, Marlowe finally tracks down T. S. Eliot and Ezra Pound. Available again for the first time in a decade, this is an unforgettably strange trip through modern literature with one of Britain's best writers and illustrators.",Travel  ,"The Waste Land,  (English, Paperback, Rowson Martin)"
Uderzo Albert,"Can there ever be a happy ending for star-crossed lovers Melodrama and Histionix, whose fathers are rival chieftains of the same village? The only hope is to call in Asterix, Obelix and Getafix to sort out the feud, the intriguing of the sinister traitor Codfix, and the military might of Rome. Watch out for some interesting new magic potions...",Comics & Graphic Novels  ,"Asterix: Asterix and the Great Divide,  (English, Paperback, Uderzo Albert)"
Prans,"Chacha Chaudhary is a middle class Indian, frail but an extremely intelligent old man. . Chacha Chaudhary's attire includes his red turban, a wooden stick, a waistcoat with a double inside pocket and a pocket watch. His household consists of his wife Bini (Chachi), a faithful street dog called Rocket and a giant alien from Jupiter named Sabu. Chacha Chaudhary enjoys eating watermelon with relish but mangoes are his weakness and takes off for a walk with Sabu and Rocket, whenever Chachi nags him. When he takes off his turban, it is shown that he is completely bald. Everybody in town knows that whenever Chacha Chaudhary goes out with his family, he never locks the door of his house; but nobody has been successful in robbing his house. However, in certain stories, Chachi(his wife) has been seen locking the house. Sometimes his head or nose itches when any trouble is going to happen. t is said that "" Chacha Chaudhary's brain works faster than a computer"".",Comics & Graphic Novels  ,"Chacha Chaudhary Digest -3,  (English, Paperback, Prans)"
Camilla Lackberg,Swedish crime sensation,Crime  ,"Patrik Hedstrom and Erica Falck (9) ? THE ICE CHILD,  (English, Paperback, Camilla Lackberg)"
Thomas Chris D.,"THE TIMES, ECONOMIST AND GUARDIAN BOOKS OF THE YEAR 2017 It is accepted wisdom today that human beings have irrevocably damaged the natural world. Yet what if this narrative obscures a more hopeful truth? In Inheritors of the Earth, renowned ecologist and environmentalist Chris D. Thomas overturns the accepted story, revealing how nature is fighting back. Many animals and plants actually benefit from our presence, raising biological diversity in most parts of the world and increasing the rate at which new species are formed, perhaps to the highest level in Earth's history. From Costa Rican tropical forests to the thoroughly transformed British landscape, nature is coping surprisingly well in the human epoch. Chris Thomas takes us on a gripping round-the-world journey to meet the enterprising creatures that are thriving in the Anthropocene, from York's ochre-coloured comma butterfly to hybrid bison in North America, scarlet-beaked pukekos in New Zealand, and Asian palms forming thickets in the European Alps. In so doing, he questions our irrational persecution of so-called 'invasive species', and shows us that we should not treat the Earth as a faded masterpiece that we need to restore. After all, if life can recover from the asteroid that killed off the dinosaurs, might it not be able to survive the onslaughts of a technological ape? Combining a naturalist's eye for wildlife with an ecologist's wide lens, Chris Thomas forces us to re-examine humanity's relationship with nature, and reminds us that the story of life is the story of change.",Science  ,"Inheritors of the Earth,  (English, Hardcover, Thomas Chris D.)"
Kishimoto Masashi,"Naruto was a young shinobi with an incorrigible knack for mischief. Then he channeled that energy into learning amazing ninja techniques and saving the world! Now Naruto has achieved his dream to become the greatest ninja in the village and his face sits atop the Hokage monument. But new troubles are bubbling up in the shinobi world... With the world now safe and the ninja villages working together, Naruto's work as Hokage seems pretty mundane. Giving his son, Boruto, enough attention is the toughest task he has. But then Sasuke uncovers a conspiracy that may involve surviving members of the Uchiha clan. And at the same time, Sarada is begins to have doubts about the truth of her origins.",Comics & Graphic Novels  ,"Naruto: The Seventh Hokage and the Scarlet Spring,  (English, Paperback, Kishimoto Masashi)"
KENNETH ANDERSON,"Called upon to rid the affected locality of the prowling man-eaters, Anderson the hunter rises to the occasion. Step by step he takes the reader through the adventure, explaining his modus operandi and the terrible excitement and lurking danger. Stirring tales of wild animal's cunning pitted against human with and presence of mind told by the ace hunter and master story telelr himself.  About Author :   Kenneth Anderson hailed from a Scottish family settled in Inda for six generations. His love for the denizens of Indian jungle led him to big game hunting and eventually to writing real-life adventure stories. His book are hailed as classics of jungle lore.  Contents :   IntroductionThe Marauder of KempekaraiAlam Bux and the Big Black BearThe Mamandur Man EaterThe Crossed Tusker of GerhettiThe Sangam PatherThe Ramapuram TigerThe Great Panther of MudiyanoorThe Mauler of Rajnagara","9788171675630, 8171675638  ","MAN-EATERS AND JUNGLE KILLERS,  (English, Paperback, KENNETH ANDERSON)"
