Author,Description,Gener,title
Dr Tarun Taruvar,"I am a little child picking up pebbles on a sea shore like a child, but a large ocean of learning is unexplored before me.I attempted to put a drop of water in the ocean through this book on the theme of multiculturalism.There are a few prominent diasporic writers in Indian English literature and Bharti Mukherjee and Kiran Desai are such personalities who proved their mettle as novelists in the realm of Indian English literature. Both the prolific and gifted women novelists are the epitome of cultural conflict.",Academic  ,"Novels of Bharti Mukherjee and Kiran Desai: 
A Comparative Study of Multiculturalism"
Wein Toni,"British Identities, Heroic Nationalisms, and the Gothic Novel, 1764-1824 considers three interlocking developments of this period: the emergence of the Gothic novel at a time when national upheavals required the construction of a new nationalist identity, the Gothic novel's redefinition of heroes and heroism in that nationalist debate, and changes within class and gender as well as audience and author relations. The scope of this study extends beyond the confines of the novel proper to include chapbooks and illustrated redactions.",Literary Criticism  ,"British Identities, Heroic Nationalisms, and the Gothic Novel, 1764-1824"
Deshpande Sanjay,"Prince Meluha's idyllic empire at the heart of the Indus Valley Civilization finds itself threatened by an invader. Find out if he can risk all In Defence Of The Realm in this breathtakingly illustrated graphic novel.Summary of the BookThe Indus Valley Civilization has existed for ages, its power resting in five great cities which boast wealth and riches that empires such as the Mesopotamian and the Egyptian can only dream of. Meluha, the crown prince of Dholavira has lived a restful life, and believes that nothing can threaten his empire's existence. When a power-hungry Akkadian ruler turns his eyes to the east, Meluha discovers his life and people threatened by a juggernaut so awesome that his very name sends shivers down his spine. After all, Sargon is nearly legendary in his unquenchable thirst for expansion. With his array of weapons of mass destruction, Sargon threatens the peace of the Indus Valley Civilization, and perhaps its very existence. Will Meluha be able to fend off the Akkadians, or will the Indus Valley Civilization be swept from the face of the Earth, cast into oblivion?",Juvenile Fiction  ,In Defence of the Realm
Reeve N. H.,"This critical introduction to Warner's writings aims to rehabilitate them from neglect by discussing the development of his ideas and their problematic relationship with the fictional forms through which he articulated them - a relationship which deepens his ostensibly straightforward narratives, and which raises questions of continuing literary interest.",Fiction  ,The Novels of Rex Warner
Dalley Hamish,"The Postcolonial Historical Novel is the first systematic work to examine how the historical novel has been transformed by its appropriation in postcolonial writing. It proposes new ways to understand literary realism, and explores how the relationship between history and fiction plays out in contemporary African and Australasian writing.",Literary Criticism  ,The Postcolonial Historical Novel
Levine George,"How to Read the Victorian Novel provides a unique introduction to the genre. Using examples from the classics, like The Pickwick Papers, David Copperfield, Jane Eyre, The Woman in White, and Middlemarch, it demonstrates just how unfamiliar their familiarity is. The book attempts to break free of the sense that the Victorian novel is somehow old fashioned, moralizing, and formally careless by emphasizing the complexity, difficulty, and rare pleasures of the Victorian writers' strenuous efforts both to entertain and to teach; to create serious ""art"" and to appeal to wide audiences; to respond both to the demands of publishing and also to their own rich imaginative engagement with a world heading into modernity at full speed. Broad in its scope, the text surveys a wide variety of literary types and explores the cultural and historical developments of the novel form itself. The book also poses a series of ""big questions"" pertaining to money, capitalism, industry, race, gender, and, at the same time, to formal issues, such as plotting, perspective, and realist representation.In addition, it locates the qualities that give to the great variety of Victorian novels a ""family resemblance,"" the material conditions of their production, their tendency to multiply plots, their obsession with class and money, their problematic handling of gender questions, and their commitment to realist representation. How to Read the Victorian Novel challenges our comfortable expectations of the genre in order to explore intensively a burgeoning and changing literary form which mirrors a burgeoning and changing society.",Literary Criticism  ,How to Read the Victorian Novel
McWilliams John,"John McWilliams has written the first, much needed account of the ways the promise and threat of political revolution have informed masterpieces of the historical novel. The jolting sense of historical change caused by the French Revolution led to an immense readership for a new kind of fiction, centered on revolution, counter-revolution and warfare, which soon came to be called ""the historical novel."" During the turbulent wake of The Declaration of the Rights of Man, promptly followed by the phenomenon of Napoleon Bonaparte, the historical novel thus served as a literary hybrid in the most positive sense of that often-dismissive term. It enabled readers to project personal hopes and anxieties about revolutionary change back into national history. While immersed in the fictive lives of genteel, often privileged heroes, readers could measure their own political convictions against the wavering loyalties of their counterparts in a previous but still familiar time. McWilliams provides close readings of some twenty historical novels, from Scott and Cooper through Tolstoy, Zola and Hugo, to Pasternak and Lampedusa, and ultimately to Marquez and Hilary Mantel, but with continuing regard to historical contexts past and present. He traces the transformation of the literary conventions established by Scott's Waverley novels, showing both the continuities and the changes needed to meet contemporary times and perspectives. Although the progressive hopes imbedded in Scott's narrative form proved no longer adaptable to twentieth century carnage and the rise of totalitarianism, the meaning of any single novel emerges through comparison to the tradition of its predecessors. A foreword and epilogue explore the indebtedness of McWilliams's perspective to the Marxist scholarly tradition of Georg Lukacs and Frederic Jameson, while defining his differences from them. This is a scholarly work of no small ambition and achievement.",Literary Criticism  ,Revolution and the Historical Novel
Demirturk E. Lale,"This book examines the post-9/11 African American novels, developing a new critical discourse on everyday discursive practices of whiteness. It examines not only how instances of racialization are generated through the embodied practices of whiteness in everyday interracial social encounters, but also how whiteness is ""undone"" by and through the black embodied practices of black people, who find different ways of practicing their agency to work for social change.",Literary Criticism  ,The Twenty-first Century African American Novel and the Critique of Whiteness in Everyday Life
Young Arlene,"This book examines class and its representation in Victorian literature, focusing on the emergence of the lower middle class and middle-class responses to it. Arlene Young analyses portraits of white-collar workers, both men and women, who laboured under disparaging misperceptions of their values, abilities, and cultural significance, and shows how these misperceptions were both formulated and resisted. The analysis includes canonical texts like Dickens's Little Dorrit and Gissing's The Odd Women as well as less well-known works by Dinah Mulock Craik, Margaret Oliphant, Amy Levy, Grant Allen, H.G. Wells, Arnold Bennett, and May Sinclair.",Literary Criticism  ,"Culture, Class and Gender in the Victorian Novel"
Basu Samit,"Be drawn into a world of war and carnage, brought about by the blade of the immortal Devi, warrior goddess in this second volume of Shekar Kapur's best-selling graphic comic series.Summary of the BookThe renegade God Bala has returned and all reality stands to be threatened. However, all is not lost. The female warrior created by the Gods themselves has been reborn into her new avatar. Tara Mehta must come to terms with her newfound powers and abilities, and meld them with the one thing that differentiates her from the previous avatar of Devi: compassion. If she does not, then the demons both inside her and the hordes from Bala will consume the world.About ShekarÃÂ KapurShekar Kapur is an Indian film director, actor, producer and scriptwriter. Born into the family of the legendary Dev Anand, Kapur was primed for a life in the movies from a very young age. His movies Elizabeth and The Golden Age won seven nominations for the Academy Awards.He co-founded Virgin Comics (now remodelled as Liquid Comics) with several other eminent personalities and brought a variety of comics with an Indian touch to them. Other titles published by the company's Shakti comics line are: The Sadhu, Ramayan 3392 A.D., Project Kalki and The Tall Tales of Vishnu Sharma among others.ÃÂ ",Comics & Graphic Novels  ,Devi: v. 2
A. V Krishna Rao,".The book is the outcome of years of study on the part of the authors, who have done full justice to the status and popularity of Kamala Markandaya. In this exhaustive critical study of the novels of Markandaya and her fictional art, the authors have tried their best to present this highly sensitive woman in the right perspective. This book is written diligently and intelligently that it become a tour de force in the domain of criticism. It is cast in a clear and lucid style, and follows a chronological pattern. This book will be immense value to the advanced scholars as well as to the general.",.  ,Kamala Markandaya  with 0 Disc
Peirce Lincoln,"Here Goes Nothing is a Big Nate comic book by Lincoln Peirce.Summary of the BookBig Nate has done it again! This time, heÃÂÃÂs become the star goalie of his schoolÃÂÃÂs soccer team. However, can he manage to defend the goal again and again or will he fail? If he messes up, Jefferson Middle School will lose! This issue also collects bonus material for fans of the comic strip.About Lincoln PeirceLincoln Peirce is an American cartoonist. Some of the other books in the Big Nate series are In A Class By Himself, Strikes Again, On A Roll, Goes For Broke, Flips OutÃÂ and In The Zone.",Juvenile Fiction  ,Big Nate Compilation 2: Here Goes Nothing
Raj Comics,A comicbook featuring finest illustartions and best stories.,Comics & Graphic Novels  ,DHRUVA DIGEST 11
Brouns Inge,"With the advances of immunohistochemistry in combination with confocal microscopy, airway sensory receptor end-organs can now be examined and evaluated objectively. Based on their `neurochemical coding', morphology, location and origin, three sensory receptor end organs are currently morphologically well-characterised: smooth muscle-associated airway receptors (SMARs), neuroepithelial bodies (NEBs) and visceral pleura receptors (VPRs). The present information on the functional morphological and neurochemical characteristics of these sensory receptors, leads to important conclusions about their (possible) function.",Medical  ,Novel Insights in the Neurochemistry and Function of Pulmonary Sensory Receptors
Easterine Kire,"The magic in this novel kept me spellbound I am in love with The Son of The Thundercloud.'-Hansda Sowvendra Shekhar, Scroll.in After losing all his family in a terrible famine, a man leaves his village with just the clothes on his back, never once looking back. For endless miles he walks through a landscape as desolate as his heart. Until two ancient women who have waited for rain for four hundred years lead him to the Village of Weavers where a prophecy will be fulfilled. A single drop of rain will impregnate the tiger-widow and her son will slay the spirit-tiger. The traveller will help the woman bring up the boy. He will witness miracles and tragedy and come close to finding a home again. And he will learn that love and life are eternal. In her new novel, Easterine Kire, winner of the Hindu Prize, combines lyrical storytelling with the magic and wisdom of Naga legends to produce an unforgettable, life-affirming fable",Action & Adventure  ,Son of the Thundercloud
Pettitt Clare,"Although much has been written about the history of copyright and authorship in the eighteenth and nineteenth centuries, very little attention has been given to the impact of the development of other kinds of intellectual property on the ways in which writers viewed their work in this period. This book is the first to suggest that the fierce debates over patent law and the discussion of invention and inventors in popular texts during the nineteenth century informedthe parallel debate over the professional status of authors. The book examines the shared rhetoric surrounding the creation of the 'inventor' and the 'author' in the debate of the 1830s, and the challenge of the emerging technologies of mass production to traditional ideas of art and industry isaddressed in a chapter on authorship at the Great Exhibition of 1851. Subsequent chapters show how novelists Charles Dickens, Elizabeth Gaskell, and George Eliot participated in debates over the value and ownership of labour in the 1850s, such as patent reform and the controversy over married women's property. The book shows the ways in which these were reflected in their novels. It also suggests that the publication of those novels, and the celebrity of their authors, had a substantial effecton the subsequent direction of these debates. The final chapter shows that Thomas Hardy's later fiction reflects an important shift in thinking about creativity and ownership towards the end of the century. Patent Inventions argues that Victorian writers used the novel not just to reflect, but alsoto challenge received notions of intellectual ownership and responsibility. It ends by suggesting that detailed study of the debate over intellectual property in the nineteenth century leads to a better understanding of the complex negotiations over the bounds of selfhood and social responsibility in the period.",Literary Criticism  ,Patent Inventions - Intellectual Property and the Victorian Novel
Roberts Neil,"Meredith is a novelist whom many readers have discovered with excitement, drawn to his radical portrayal of social and personal relations, especially of gender. Neil Robert's book is the first full-length study for ten years, and is the first to examine the novels in the light of modern literary theory, especially the work of Mikhail Bakhtin, showing that Meredith is a writer who engages profoundly with the ideological discourses of his time and is a still not fully discovered precursor of the modernist novel.",Literary Criticism  ,Meredith and the Novel
Monnickendam Andrew,"Using a wealth of diverse source material this book comprises an innovative critical study which, for the first time, examines Scott through the filter of his female contemporaries. It not only provides thought-provoking ideas about their handling of, for example, the love-plot, but also produces a different, more sombre Scott.",Literary Criticism  ,The Novels of Walter Scott and his Literary Relations
Ingulsrud John E.,"Japanese animation, video games, and manga have attracted fans around the world. The characters, the stories, and the sensibilities that come out of these cultural products are together called Japan Cool. This is not a sudden fad, but is rooted in manga-Japanese comics-which since the mid-1940s have developed in an exponential way. In spite of a gradual decline in readership, manga still commands over a third of the publishing output. The volume of manga works that is being produced and has been through history is enormous. There are manga publications that attract readers of all ages and genders. The diversity in content attracts readers well into adulthood. Surveys on reading practices have found that almost all Japanese people read manga or have done so at some point in their lives. The skills of reading manga are learned by readers themselves, but learned in the context of other readers and in tandem with school learning. Manga reading practices are sustained by the practices of other readers, and manga content therefore serves as a topic of conversation for both families and friends. Moreover, manga is one of the largest sources of content for media production in film, television, and video games. Manga literacy, the practices of the readers, the diversity of titles, and the sheer number of works provide the basis for the movement recognized as Japan Cool. Reading Japan Cool is directed at an audience of students of Japanese studies, discourse analysts, educators, parents, and manga readers.",Social Science  ,Reading Japan Cool
Dames Nicholas,"How did the Victorians read novels? Nicholas Dames answers that deceptively simple question by revealing a now-forgotten range of nineteenth-century theories of the novel, a range based in a study of human physiology during the act of reading, He demonstrates the ways in which the Victorians thought they read, and uncovers surprising responses to the question of what might have transpired in the minds and bodies of readers of Victorian fiction. His detailed studiesof novel critics who were also interested in neurological science, combined with readings of novels by Thackeray, Eliot, Meredith, and Gissing, propose a vision of the Victorian novel-reader as far from the quietly immersed being we now imagine - as instead a reader whose nervous system wasaddressed, attacked, and soothed by authors newly aware of the neural operations of their public. Rich in unexpected intersections, from the British response to Wagnerian opera to the birth of speed-reading in the late nineteenth century, The Physiology of the Novel challenges our assumptions about what novel-reading once did, and still does, to the individual reader, and provides new answers to the question of how novels influenced a culture's way of reading, responding, and feeling.",Fiction  ,The Physiology of the Novel
Germann Tim David,"Semiconductor heterostructures represent the backbone for an increasing variety of electronic and photonic devices, for applications including information storage, communication and material treatment, to name but a few. Novel structural and material concepts are needed in order to further push the performance limits of present devices and to open up new application areas. This thesis demonstrates how key performance characteristics of three completely different types of semiconductor lasers can be tailored using clever nanostructure design and epitaxial growth techniques. All aspects of laser fabrication are discussed, from design and growth of nanostructures using metal-organic vapor-phase epitaxy, to fabrication and characterization of complete devices.",Technology & Engineering  ,Design and Realization of Novel GaAs Based Laser Concepts
Vermeulen Pieter,This book explores the paradoxical productivity of the idea of the end of the novel in contemporary fiction. It shows how this idea allows some of our most significant twenty-first century writers to re-imagine the ethics and politics of literature and to figure intractable forms of life and affect.,Literary Criticism  ,Contemporary Literature and the End of the Novel
Schwarz D.,"In an exciting and important book... The theoretical chapters are a model of elegantly styled accommodation; yet they brook no fudging of the issues, no comfortable ambiguities - Modern Fiction Studies The Transformation of the English Novel, 1890-1930: Studies in Hardy, Conrad, Joyce, Lawrence, Forster and Woolf is a provocative exploration of a crucial period in the development of the English novel, integrating critical theory, historical background and sophisticated close reading. Divided into two major sections, the first shows how historical and contextual material is essential for developing powerful readings. The second section is theoretical and speaks of the transformation in the way that we read and think about authors, readers, characters and form in the light of recent theory, offering an alternative to the deconstructive and Marxist trends in literary studies.",Literary Criticism  ,"The Transformation of the English Novel, 1890-1930"
Rice,"In this engaging study, H. William Rice illuminates the mystery that is Ralph Ellison: the author of one complex, important novel who failed to complete his second; a black intellectual who remained notably reticent on political issues during the desegregation of his native South. Rice reads both Invisible Man and the posthumously published Juneteenth as novels that focus on the political uses of language. He explores Ellison's concept of the novel, promulgated in that author's two collections of essays, as an inherently political form of art. And he carefully considers the political context that undoubtedly impacted Ellison's work and thought: a world and a time rocked to its foundation by such revolutionary actors as Martin Luther King, Jr., and Malcolm X. Rice guides his reader to a greater understanding of Ralph Ellison, his oeuvre, and the American novel.",Literary Criticism  ,Ralph Ellison and the Politics of the Novel
Hutchby Marc,"In this thesis, the author investigates the chemistry and application of molecules containing urea and amide bonds. These bonds are some of the strongest known and are fundamental to biological processes. The author describes his discovery that sterically hindered ureas undergo solvolysis at room temperature under neutral conditions. This is a remarkable finding, since ureas are inert under these conditions and a general rule of chemistry is that hindered substrates are less reactive. Remarkably, the author translates these results to the correspondingly sterically hindered amides. This thesis has resulted in a number of outstanding publications in high profile journals. The unique method for breaking urea and amide bonds developed in this study is likely to have far reaching consequences for biological protein manipulation.",Science  ,Novel Synthetic Chemistry of Ureas and Amides
Porosky Peter H.,"This book is designed so as to provide within one cover everything a novelist needs to begin a longer work of fiction. Its basic approach is both directive and prescriptive, but it is also flexible enough to account for all the possible modes and genres from children's fairy-tale to mainstream best-seller. It is the type of book that could be a self-help 'How-To' work for the individual writer, as well as a useful tool for the creative writing classroom.",Reference  ,Beginning the Novel
O'Toole Sean,"This book offers new perspectives on the concept of habit in the nineteenth-century novel, delineating the complex, changing significance of the term and exploring the ways in which its meanings play out in a range of narratives, from Dickens to James.",Fiction  ,"Habit in the English Novel, 1850-1900"
Lipsedge Karen,"Examining the work of three authors: Richardson, Haywood and Burney, and their representation of domestic space, this book argues that to make such spaces accessible to modern readers they need to have information of the real domestic. By recreating specifics of these spaces this book innervates the fictional domestic interior for modern readers.",Literary Criticism  ,Domestic Space in Eighteenth-Century British Novels
O'Donnell Patrick,"The American Novel Now navigates the vast terrain of the American novel since 1980, exploring issues of identity, history, family, nation, and aesthetics, as well as cultural movements and narrative strategies from over seventy different authors and novels. Discusses an exceptionally wide-range of authors and novels, from established figures to significant emerging writers Toni Morrison, Thomas Pynchon, Louise Erdrich, Don DeLillo, Richard Powers, Kathy Acker and many more Explores the range of themes and styles offered in the wealth of contemporary American fiction since 1980, in both mainstream and experimental writings Reflects the liveliness and diversity of American fiction in the last thirty years Written in a style that makes it ideal for students and scholars, while also accessible for general readers",Literary Criticism  ,The American Novel Now
Mizuhara Tsukasa,"The author successfully developed novel anti-HIV PD 404182 derivatives that exhibited submicromolar inhibitory activity against both HIV-1 and HIV-2. His thesis is in three parts. The first part expounds efficient methods for the synthesis of tricyclic heterocycles related to PD 404182 based on the sp2-carbon heteroatom bond formations. Starting from arene or haloarene, C-O, C-N, or C-S bonds were formed by simply changing the reactants. These synthetic methods provide powerful approaches for the divergent preparation of pyrimido-benzoxazine, -quinazoline, or -benzothiazine derivatives. The second part explains SAR studies of PD 404182 for the development of anti-HIV agents. Through optimization studies of the central 1,3-thiazin-2-imine core, the benzene and cyclic amidine ring parts, 3-fold more potent inhibitors were obtained compared with the lead compound. The author also reveals by a time-of-drug-addition experiment that PD 404182 derivatives impaired HIV replication at the binding or fusion stage. The third part of the thesis elucidates the development of photoaffinity probes for the target identification of PD 404182. By the photolabeling experiment of HIV-1-infected H9 cells using these probes, the author detected proteins specifically bound to PD 404182. These new anti-HIV agents may be promising agents for anti-HIV therapy because their mechanisms of action differ from those of the currently approved anti-HIV agents.",Science  ,Development of Novel Anti-HIV Pyrimidobenzothiazine Derivatives
Garcha Amanpal,"When William Thackeray, Charles Dickens and Elizabeth Gaskell began their writing careers in the 1830s, they chose to write literary sketches, adopting a popular short form that emphasized description and essayistic analysis rather than storytelling. In this unusual study of a previously neglected literary form, Amanpal Garcha shows how the literary sketch influenced these authors' careers, transformed the marketplace for fiction and led to the development of some of the Victorian novel's key formal and ideological elements.",Literary Criticism  ,Cambridge Studies in Nineteenth-Century Literature and Culture: From Sketch to Novel: The Development of Victorian Fiction Series Number 67
Carnell Rachel K.,"This book considers why narrative realism in literature is seen as a 'full account' of 'real life' and the individual self. Unconventionally, Carnell shows that the formal conventions of narrative realism emerged in the seventeenth century in response to an explosion of partisan writings that put into play competing versions of political selfhood.",Literary Criticism  ,"Partisan Politics, Narrative Realism, and the Rise of the British Novel"
Frank Herbert,"The epic that began with the Hugo and Nebula Award-winning classic DUNE continues . . .More than three thousand years have passed since the first events recorded in DUNE. Only one link survives with those tumultuous times: the grotesque figure of Leto Atreides, son of the prophet Paul Muad'Dib, and now the virtually immortal God Emperor of Dune.He alone understands the future, and he knows with a terrible certainty that the evolution of his race is at an end unless he can breed new qualities into his species. But to achieve his final victory, Leto Atreides must also bring about his own downfall . . .",Fiction  ,God Emperor Of Dune: The Fourth Dune Novel
Barker Martin,"Between 1949 and 1955 Britain was swept by a rising tide of panic about """"American-style"""" or """"horror"""" comics. The British press cried out in alarm: """"Now Ban This Filth That Poisons Our Children,"""" """"Drive Out the Horror Comics."""" As one frenzied columnist protested: """"I feel as though I have been trudging through a sewer. Here is a terrible twilight zone between sanity and madness . . . peopled by monsters, grave robbers, human flesh eaters."""" A campaign against ghoulish comic books climaxed in an Act of Parliament making it illegal to publish or sell any material in comic form deemed to be """"harmful to children.""""But behind the facade of concern for the protection of children, another very different story lurked. This book explores the British campaign by asking some rather different questions. Who were the people at the heart of the anti-comics campaign? Why and how did the British Communist Party come to play a central role, and yet end up attacking a group of comics which were """"on their side"""" in assaulting their rationality of McCarthyism?The British """"horror comics"""" campaign reveals the inadequacy of some conventional assessments of anti-media panics. In showing a curious gap between the private concerns of the campaigners and their public rhetoric, A Haunt of Fears, originally published in Britain in 1983, raises serious questions about the state of British culture during this era.",Political Science  ,A Haunt of Fears
Shah Manzoor Ahmad,"The book provides basic knowledge in mycorrhizal ecology, knitted with novel conceptual frameworks and contemporary perspectives, especially in the context of global change. In a fast changing world wherein anthropogenic climate change, biological invasions, deforestation, desertification, and frequent droughts have become routine hard realities, the contents of this book urge readers to rethink basic notions of setting and accomplishing objectives in mycorrhizal research to make sense vis-a-vis contemporary challenges. In this book, a global perspective of mycorrhizal diversity and distribution is provided, followed by some insights into the impact of various global change elements such as climate change, plant invasion, and extreme environmental conditions on mycorrhizas and the role of these mutualists in turn to help their host plants to withstand such novel selection pressures. Special attention here is given to the interesting, but largely neglected, topics such as the role of mycorrhizas in ecological restoration of degraded environments and mycorrhizal status of aquatic plants. The basic idea is to unify various topical areas in mycorrhizal science in an integrated framework. This book can be used by the undergraduate and graduate level students studying mycorrhizal symbioses in the context of current ecological applications. The materials in this book will benefit biological scientists actively involved in research on mycorrhizal ecology and global environmental change. Besides, the contents of the book could be of special interest to restoration ecologists and biodiversity managers.",Science  ,Mycorrhizas: Novel Dimensions in the Changing World
Herge,"Tintin and his friends set off on a hunt for the Pirate Red Rackham's Treasure in this instalment of the comic book series by HergÃÂÃÂ©.Summary of the BookAfter the events of The Secret of the Unicorn, Tintin and Captain Haddock set off on a hunt to find Red RackhamÃÂÃÂs treasure. The clues point to the remains of the sunken ship, one that was once captained by HaddockÃÂÃÂs ancestor. However, they are not the only ones looking for the treasure. The expedition they have launched to find it may be their downfall.About HergÃÂÃÂ©Georges Prosper Remi, better known as HergÃÂÃÂ©, was a Belgian cartoonist best known for creating the characters in the Tintin comics series. He completed 23 books in the series and is best remembered for: Tintin in Tibet, The Black Island and Prisoners of the Sun.After working for a brief stint at various newspapers, he started serialization of the Tintin stories in 1929. He is considered to have greatly influenced the world of comics, majorly European comics, and was included in the Harvey Award Jack Kirby Hall of Fame and the Eisner Award Hall of Fame as the Judge's choice. The Tintin series has since been adapted into two TV series, one radio series and five full-length movies, including a 2011 hit movie directed by Steven Spielberg.Series Reading OrderThis novel is the sequel to The Secret of the Unicorn. Tintin returns in The Seven Crystal Balls, the next volume in the series.",Juvenile Fiction  ,Red Rackham's Treasure
Gevirtz Karen Bloom,"This book shows how early women novelists from Aphra Behn to Mary Davys drew on debates about the self generated by the 'scientific' revolution to establish the novel as a genre. Fascinated by the problematic idea of a unified self underpinning modes of thinking, female novelists innovated narrative structures to interrogate this idea.",Fiction  ,"Women, the Novel, and Natural Philosophy, 1660-1727"
Srivastava Shalini,"Current research revolves around trends to bring technology into harmony with the natural environment and in order to protect the ecosystem. Bioremediation involves processes which reduce the overall treatment costs by using agricultural residues. Regeneration of the biosorbent further increases the cost effectiveness of the process, thus warranting its future success in solving water quality problems. Special emphasis is paid to chemical modifications resulting in tailored novel biomaterials which improve its sorption efficiency and environmental stability. In this way it can be used commercially as a simple, fast, economical, ecofriendly green technology, for the removal of toxic metals from waste water particularly in rural and remote areas of the country.",Technology & Engineering  ,Novel Biomaterials
Sternlieb Lisa,"The Female Narrator in the British Novel studies first-person narratives and demonstrates that how a woman tells her story is crucial to our understanding of its content, for a novel's mode of narration frequently undermines its ostensible plot. Analyzing relationships between the sexes in terms of battles for narrative authority, Sternlieb argues for a rethinking of the history of the marriage plot.",Literary Criticism  ,The Female Narrator in the British Novel
Johnson P.,"In this fascinating study, Peter Johnson makes explicit the issues involved in using the novel as a source in moral philosophy. The book pays close attention to questions of method, aesthetic accounts of the novel and the nature of ethical knowledge. The views of leading philosophers are examined and criticised in the light of the book's distinctive contribution to the current debate.",Philosophy  ,Moral Philosophers and the Novel
Schmidt Bernhard Volkmar Konrad Jakob,"In this thesis, Bernhard Schmidt describes his research into two fields in the chemical sciences: supramolecular and macromolecular chemistry. Schmidt first investigates cyclodextrins (CDs), which are well known for the formation of supramolecular host/guest complexes with hydrophobic molecules in aqueous solution. Schmidt then also examines reversible addition-fragmentation chain transfer (RAFT) polymerization as a well-suited toll for the synthesis of water-soluble end-functionalized polymers. The author skillfully combines both concepts as a powerful tool to access reversibly forming macromolecular architectures. The novel methods and architectures presented in this work are highly interesting from both a fundamental point of view as well as a basis for the design of efficient drug release systems. The work in this thesis has led to a number of publications in top peer-reviewed journals.",Technology & Engineering  ,Novel Macromolecular Architectures via a Combination of Cyclodextrin Host/Guest Complexation and RAFT Polymerization
Wilson Diana de Armas,"Two sets of related issues prompt this study: the birth of the New World in European consciousness and the rise of the Cervantine novel in Spain. The conquest, exploration, and colonization of the Indies resonate through Cervantes's two novels, Don Quixote (1605, 1615) and the Persiles (1617), both fortified by imperialism. Cervantes begins publishing in the 1580s, just as the might of imperial Spain turned from Europe towards the Atlantic. Twicerefused emigration papers to America - which he depicts as the 'refuge and haven of all the desperate men of Spain' - Cervantes turns to fiction. His novels internalize many colonial discourses and at least four genres implicated in Spain's New World enterprise: the Books of Chivalry, the utopias, the colonial war epic,and American ethnohistory. The first full-length study to move beyond an inventory of Cervantes's references to the Indies - to Mexico and Peru, cannibals and tobacco, parrots and alligators - this book interprets his novels as a transatlantic, cross-cultural, and multi-linguistic achievement.",Literary Criticism  ,"Cervantes, the Novel, and the New World"
Herge,"Join the world's most famous travelling reporter in his exciting adventures as races to claim a mysterious meteorite in The Shooting Star, and uncovers a lost pirate's hoard in the two-part story The Secret of the Unicorn and Red Rackham's Treasure.The Shooting StarThings are hotting up for Tintin as a huge fireball comes hurtling towards earth! Soon he is setting sail with Captain Haddock to find the meteorite in the stormy Arctic Ocean, but a valuable metal is contained in the meteorite and Tintin's attempts to reach it are met with relentless sabotage!The Secret of the UnicornWhen Tintin stumbles across a model ship at the Old Street Market, he buys it as a gift for his friend Captain Haddock. But this isn't just any old model ship . . . it's the Unicorn. Built by one of Haddock's ancestors it holds a clue to finding the treasure of a notorious pirate.Red Rackham's TreasureDetermined to find the treasure of the notorious pirate Red Rackham, Tintin and Captain Haddock set sail aboard the Sirius to find the shipwreck of the Unicorn. With the help of an ingenious shark-shaped submarine, Tintin follows the clues deep down on this ocean adventure.Join the most iconic character in comics as he embarks on an extraordinary adventure spanning historical and political events, and thrilling mysteries.Still selling over 100,000 copies every year in the UK and having been adapted for the silver screen by Steven Spielberg and Peter Jackson in 2011, The Adventures of Tintin continue to charm more than 80 years after they first found their way into publication. Since then an estimated 230 million copies have been sold, proving that comic books have the same power to entertain children and adults in the 21st century as they did in the early 20th.",Juvenile Fiction  ,The Adventures of Tintin Volume 4
Karmakar Supriya,The book presents the fabrication and circuit modeling of quantum dot gate field effect transistor (QDGFET) and quantum dot gate NMOS inverter (QDNMOS inverter). It also introduces the development of a circuit model of QDGFET based on Berkley Short Channel IGFET model (BSIM). Different ternary logic circuits based on QDGFET are also investigated in this book. Advanced circuit such as three-bit and six bit analog-to-digital converter (ADC) and digital-to-analog converter (DAC) were also simulated.,Technology & Engineering  ,Novel Three-state Quantum Dot Gate Field Effect Transistor
Ishida Sui,"Ghouls live among us, the same as normal people in every way - except their craving for human flesh. Ken Kaneki is an ordinary college student until a violent encounter turns him into the first half-human half-ghoul hybrid. Trapped between two worlds, he must survive Ghoul turf wars, learn more about Ghoul society and master his new powers. Kaneki is still trying to get used to his new life when Commission of Counter Ghoul agents Mado and Amon start sniffing around for Hinami. Kaneki and Touka are going to have to get them off her tail and fast. No easy task now that Kaneki's got to bring humans and Ghouls to a rapid truce at the same time.",Comics & Graphic Novels  ,"Tokyo Ghoul, Vol. 3"
Colon Susan E.,"This book makes the claim that Victorian novels do not simply reflect professional ideology; they also scrutinize its dilemmas, contradictions, and limitations. In this volume, innovative readings of canonical texts like Sybil, Barchester Towers, Romola, and Daniel Deronda accompany groundbreaking work on less familiar texts like Tancred and My Lady Ludlow to illuminate the Victorians' own struggles with the emerging professional ideology. The Victorians' engagement with fundamental ideas of professional identity such as autonomy, meritocracy, and the service ethic reveal professionalism's dual basis in materialist and idealist rationalities.",Fiction  ,The Professional Ideal in the Victorian Novel
Mickwitz Nina,"Can comics be documentary, and can documentary take the form of, and thus be, comics? Examining comics as documentary, this book challenges the persistent assumption that ties documentary to recording technologies, and instead engages an understanding of the category in terms of narrative, performativity and witnessing. Through a cluster of early twenty-first century comics, Nina Mickwitz argues that these comics share a documentary ambition to visually narrate and represent aspects and events of the real world.",Performing Arts  ,Documentary Comics
